Feature ID	Taxon	Confidence
7313eb65e1cc68137d1604451eb047d7	Bacteria (environmental samples)	0.9999997296684536
1adda5111180765262a965f8e13abca9	Bacteria (environmental samples)	0.995440483446657
762feed3dc17de53055495661df88837	Bacteria	0.8961578522390078
78cabe7ac27a2d2824a469d4573d8b10	Bacteria	0.998712303066331
5eaa16e4f00257931d1ef146ff244745	Bacteria (environmental samples)	0.9998533574389533
1b09b1c3ef6a166452b8da00b91cb2e2	Bacteria	0.9875055963722665
690cb2f4bfa634b552a7a414c50f350e	Bacteria (environmental samples)	0.9999999085421265
c995d9802619a5a248f2dfc2fc12d94e	Bacteria	0.7507530045083562
22b06349497378d51c21770878b2f1fb	Bacteria (environmental samples)	0.9999978742373087
1a1e5022a93f0d0c8c3e02e7a4601bb6	Bacteria (environmental samples)	0.9999994779432141
8e1d5247368f51c074d9087ff2c80155	Bacteria	0.9995457781639427
8c75adbe5d7670216a0d18da39ca994f	Bacteria	0.9559835813458032
a6100c7f3e34b4b1673b5038d6c0a0c5	Bacteria (environmental samples)	0.9998693776545761
46083efbd7c6b00951f1a212c81b4bc1	Bacteria	0.9266602302077566
7e62a7f821535eeee801c527198bbd2a	Bacteria (environmental samples)	0.997095145127661
a9ba1b6a5faca9948f95b540800b0c9e	Bacteria	0.8720747022779513
dbdb718b5da5ef52d87cca82e5c73c33	Bacteria	0.8350396997636917
0d8f0473660cd03b975c2a0acdad1834	Bacteria (environmental samples)	0.999856226070248
2d0d2fb0cc6a596cd7bf5cf46ab7cfd7	Bacteria (environmental samples)	0.996933476315549
cc4a27613afa503d65c1cceb63b73b51	Bacteria	0.9944436990497268
4a2c8d59a1af71a0b33c617e3490002e	Bacteria (environmental samples)	0.9998921721329849
329d94cddc52e4467233452d7a2d5527	Bacteria (environmental samples)	0.9999973048471074
a1927a0c80dae7de31cbb7d73f86af96	Bacteria	0.8285781946912303
63e1691631872f34bcd4b4fc14236d8f	Bacteria (environmental samples)	0.9676643555327604
e77cd4965c38ec30f7e1f98a5caee70d	Bacteria (environmental samples)	0.999999739768617
a12dd4b79ebe37240f95f564f0e69bd2	Bacteria (environmental samples)	0.9998458326344237
ac45bec4153ec251945b81610460a157	Bacteria (environmental samples)	0.9998542389933414
b815195d7ec5374b9936ae2732582d25	Bacteria (environmental samples)	0.9996898677642214
2fa54ace2f30b894c65e85c5e7d7dc07	Bacteria (environmental samples)	0.999570357486629
c87df8edb9a077341afcf77006574c8b	Bacteria	0.9991295738497794
a572d826ca64d5ca9d0127f7b8a776e9	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium	0.9974365067914978
23b77604458e7e7fe040fced36348859	Bacteria	0.9455358619862615
53ef97182ddd3e838a146972a1c43220	Bacteria	0.8902183541902111
a9d1c469038d704091a333d7d9e82731	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum (environmental samples)	0.9553125204219474
25696e80b64d0c72386268aeeb479523	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium	0.9999921728682686
631ab5fc9e3b7f4071dd105fe3bf7207	Bacteria (environmental samples)	0.9987534774499996
6e6706cae01b607a1b4fce166ac0dda9	Bacteria (environmental samples)	0.9997361495829136
228f82a8ca875cb978129092a7bff609	Bacteria	0.999999999999998
8ed630485c1f6f31172787a6b6c18734	Bacteria	0.8013947692724016
4f6eee07ce41792596007270ba9e1477	Bacteria	0.971061498431194
a62975beb4d5a461d7238dda491c25e2	Bacteria	0.9989685377447881
ff16da19b51e8b50454d940082a330ae	Bacteria	0.963845613097281
e36ed079858d4e63f3940086e55ce5a5	Bacteria (environmental samples)	0.9946311994486813
061b1b86a8f9e818131d8bce3c6cf636	Bacteria	0.942664631378183
c07c5229b78bd11f662e8b850b8a08ff	Bacteria	0.9119197610996413
3ed8344759ec06b06020a13f908e7a2f	Bacteria (environmental samples)	0.9997387865723543
c7bb07de2169b9dcd7ac65913fe31b28	Bacteria	0.9937959901633296
b93cbfc343dca351e9e0aa0f09c48004	Bacteria (environmental samples)	0.9990030747837578
84a6634ae6b8c1acb24b82147e964d9e	Bacteria	0.9463104162435585
05c7b77a5e1885eb548231108b5e8ae9	Bacteria (environmental samples)	0.973641289854033
