Feature ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Source,Confidence
911dfd6e8c5a5d5c11484b9120da514f,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998546
98ea864bea57fb9533d14c7f75132b41,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998591
5db7603cdabd934dbf9ab6127a11f952,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998615
5a997c6bef4f473c434892cc037cb989,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998638
cdc7438efb1bb84fc0b687ec71b82744,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998689
926e6ef9402efb84a4e08181b795973f,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998831
84b1184526dcfff37f796bb061cfec22,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999998898
74f37057998e6553cb87042a5aad5249,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999006
015d53b7c3f9a865bf67b30dd290263f,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999262
d690f2bbd668e019526ac4c598f9bfb9,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999376
e99fec180abb390479b2b9f977713d6e,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999526
e9bdad9e4fd65a1d38da5e3a53c4ec47,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999546
709efcae7461e2b944b4b923efa7c68c,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999573
7b2d38d9fe660d2b4d0e43709518a8a5,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.99999958
6b96197d4f392a85d7b1eac794293b5e,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999658
d64ba727bd5bcb42eed7a2f441b6ebed,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999672
4aac54b5d7cb6b0a042ce7b125ea7607,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999749
7d610f474f5628248ed696156659d26c,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999821
76ac2b9f82f9cf12d2991b3beb31ab2c,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.99999984
06f73e3517d3594c8d9df93c640047ab,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999845
f07c6dad89b1baf05c57144f2b2dab66,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999894
21c6b311f462cccd040143cd165bb105,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999899
a6076b877c02a7c54c2ce1f85190e645,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999907
56c626be7f67051bb3003b114b3c7866,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999908
0124f6f027afcf11b04b44f492a69975,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999928
a5c0142aeab6dd951f8d29efc681e3d5,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999943
8013b5108922e2c22a22179d3c7b843f,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999944
eb42eb5628f60e06d1cf7e8321f23370,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999955
a3cc7badc7e034c064771b2658b28e11,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999967
b807c9676cdb519f251070ff23473760,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999968
181707d3e1ff6fb3c70a829d1bc312fd,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999995
574f869264a352ff7d010ec73fc31cdc,Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,Unclassified Bacteria,,0.999999999
